,ID,floor_area_sqm,mean_resale_price,Closest distance to Marina Bay Sands,Closest distance to Resorts World Casino Sentosa,geometry,Closest distance to a hotel,Closest distance to a park,Traffic lights within 500 meters,Parking lots within 500 meters
1437,block 5 QUEENSTOWN,74.33333333333333,392370.7231792335,4165.781055616578,4165.781055616578,POINT (103.80098316907008 1.28651035),492.41356242942555,849.5075489177503,0,90
1438,block 5 WOODLANDS,90.0,259136.08630952385,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1439,block 50 BEDOK,74.39473684210526,288347.3776444788,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1440,block 50 BUKIT MERAH,93.08333333333331,497866.9205607477,478438.0299118013,478438.0299118013,POINT (101.0377184 4.5547853),466060.8429300524,456189.309510688,0,0
1441,block 50 JURONG EAST,145.82608695652175,541231.4918186069,12433.600407378106,12433.600407378106,POINT (103.7419081 1.3338016),385.0026481895945,1221.7581837362186,1,7
1442,block 50 QUEENSTOWN,89.20430107526882,704972.3856103731,2401323.530558786,2401323.530558786,POINT (121.1761909 14.5060306),2384189.8526045713,2382274.999863411,0,0
1443,block 50 TOA PAYOH,124.375,601642.75,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
1444,block 501 ANG MO KIO,121.10526315789474,535709.8447368422,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1445,block 501 BEDOK,60.52777777777778,255238.5943852168,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
1446,block 501 BUKIT PANJANG,108.43478260869566,376193.109356416,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1447,block 502 ANG MO KIO,72.5,323753.8270757021,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1448,block 502 BEDOK,59.70967741935484,256026.4807171405,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1449,block 502 BUKIT PANJANG,108.9047619047619,369759.08082131937,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1450,block 502 HOUGANG,107.85714285714286,379715.3225806452,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1451,block 502 SERANGOON,124.375,497556.56372549024,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1452,block 503 ANG MO KIO,72.24,317825.18895299145,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1453,block 503 BEDOK,60.26923076923077,256752.94830882765,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1454,block 503 BUKIT BATOK,67.33333333333333,266041.9249084249,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1455,block 503 CHOA CHU KANG,126.0,416863.0161290322,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1456,block 504 ANG MO KIO,81.6,328670.99472527474,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1457,block 504 BEDOK,59.75862068965517,257997.02380952385,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1458,block 504 BUKIT BATOK,62.25,255554.9074743821,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1459,block 504 BUKIT PANJANG,115.46153846153848,388719.18376068375,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1460,block 504 CHOA CHU KANG,116.28571428571428,375064.8113475177,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1461,block 505 ANG MO KIO,78.78947368421052,317383.3634085213,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1462,block 505 BUKIT BATOK,63.77777777777778,253711.2781293952,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1463,block 505 BUKIT PANJANG,107.42307692307692,357255.17145407334,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1464,block 505 TAMPINES,109.71428571428572,475756.8305322129,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
1465,block 506 BEDOK,119.0,538227.4285714286,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1466,block 506 BUKIT BATOK,63.0,244834.37719298244,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1467,block 506 BUKIT PANJANG,108.08333333333331,365057.9195238095,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1468,block 506 CLEMENTI,72.14285714285714,298357.1038961039,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
1469,block 506 HOUGANG,89.9090909090909,366903.85723431496,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1470,block 506 SERANGOON,146.42857142857142,602072.2906403941,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1471,block 506 WOODLANDS,116.14285714285714,387449.42122265126,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1472,block 507 BUKIT BATOK,61.92857142857143,248175.83286647996,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1473,block 507 HOUGANG,87.57142857142857,351932.9355500821,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1474,block 508 ANG MO KIO,44.0,225010.4166666667,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1475,block 508 BUKIT PANJANG,91.52380952380952,334314.7029761905,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1476,block 508 HOUGANG,146.53846153846155,638250.2384615385,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1477,block 508 SERANGOON,112.08333333333331,431851.0219298246,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1478,block 509 BUKIT BATOK,64.0,267973.5486111111,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1479,block 509 CHOA CHU KANG,131.75,454976.5350877193,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1480,block 509 PASIR RIS,146.5,613241.6666666666,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1481,block 509 SERANGOON,111.54545454545456,397809.1398601398,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1482,block 509 WOODLANDS,123.15384615384616,442847.3787101787,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1483,block 510 ANG MO KIO,44.0,224926.8333333333,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1484,block 510 CLEMENTI,74.73913043478261,298367.52673243213,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
1485,block 510 PASIR RIS,145.25,605374.380952381,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1486,block 510 WOODLANDS,118.2,438614.9169330669,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1487,block 511 BUKIT PANJANG,107.44444444444444,366680.8243727599,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1488,block 511 CHOA CHU KANG,129.9,446706.88,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1489,block 511 HOUGANG,67.63636363636364,293907.89346590906,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1490,block 512 BUKIT BATOK,146.91304347826087,537864.6812573443,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1491,block 512 CLEMENTI,91.1875,383881.44603825134,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
1492,block 512 HOUGANG,97.61111111111111,405787.0740740741,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1493,block 513 ANG MO KIO,76.53846153846153,336017.01414210786,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1494,block 514 BUKIT PANJANG,108.66666666666669,367873.3589743589,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1495,block 514 WOODLANDS,119.27272727272728,439295.1223776224,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1496,block 515 BUKIT PANJANG,117.0,378575.5681818182,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1497,block 515 HOUGANG,91.0,363775.2866666667,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1498,block 516 BEDOK,119.0,560540.9991087344,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1499,block 516 BUKIT PANJANG,110.76923076923076,378784.7202686203,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1500,block 516 PASIR RIS,110.1,423626.16326530615,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1501,block 517 WOODLANDS,116.7,428657.8042986425,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1502,block 520 ANG MO KIO,118.0,575711.0955882353,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1503,block 520 BEDOK,72.5,296783.3561379623,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1504,block 520 SERANGOON,149.75,606592.675925926,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1505,block 521 ANG MO KIO,118.25,593841.5514069265,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1506,block 521 HOUGANG,102.5,428005.94,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1507,block 521 JURONG WEST,72.5,288137.46967568947,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1508,block 521 PASIR RIS,115.77777777777776,449764.9444444445,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1509,block 521 WOODLANDS,117.15789473684212,416362.9647129187,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1510,block 522 BEDOK,72.88235294117646,304204.16013071896,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1511,block 522 HOUGANG,145.27272727272728,664128.9499458874,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1512,block 522 JURONG WEST,118.0,499736.8421052632,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1513,block 523 ANG MO KIO,71.3125,307015.1882183908,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1514,block 523 BUKIT BATOK,69.21428571428571,261966.15978157645,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1515,block 523 WOODLANDS,119.125,413783.4252873564,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1516,block 524 BUKIT PANJANG,115.0,374847.53787878784,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1517,block 524 JURONG WEST,79.06666666666666,313139.4153846154,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1518,block 525 JURONG WEST,69.75,327578.6550925926,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1519,block 525 SERANGOON,148.9090909090909,647157.0426136364,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1520,block 526 BUKIT PANJANG,103.36363636363636,363857.3522727272,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1521,block 526 SERANGOON,147.9375,616397.0892857143,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1522,block 527 BUKIT PANJANG,119.0,443176.8900949052,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1523,block 527 HOUGANG,102.52941176470588,404150.6629106188,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1524,block 527 JURONG WEST,78.6875,304678.2631578948,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1525,block 528 BUKIT PANJANG,142.07692307692307,601965.5786019536,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1526,block 528 CHOA CHU KANG,148.5,496937.47619047615,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1527,block 528 WOODLANDS,128.9090909090909,414361.8055555556,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1528,block 530 BEDOK,73.86666666666666,287755.31708619377,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1529,block 530 BUKIT PANJANG,118.42857142857144,459653.6394557823,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1530,block 531 CHOA CHU KANG,144.25,495659.4880952381,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1531,block 531 JURONG WEST,78.77777777777777,291557.88107150304,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1532,block 532 BEDOK,77.06451612903226,306256.8033126294,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1533,block 532 BUKIT PANJANG,142.83333333333334,604166.987928061,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
1534,block 533 ANG MO KIO,74.875,310169.60302469134,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1535,block 533 BEDOK,74.12820512820512,288418.56643088715,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
1536,block 533 BUKIT BATOK,63.85714285714285,268955.1506849315,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
1537,block 533 HOUGANG,145.0,645941.7996855346,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1538,block 536 BEDOK,77.53333333333333,306897.490990991,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1539,block 536 CENTRAL AREA,63.07692307692308,413537.1377459749,13109175.688297464,13109175.688297464,POINT (-116.9736504 50.2346211),13093020.767940637,13091600.094671013,0,0
1540,block 536 JURONG WEST,78.0,304955.5320094217,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1541,block 537 BUKIT PANJANG,115.05,427985.5009009009,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
1542,block 537 HOUGANG,112.33333333333331,404402.8,3358327.068855709,3358327.068855709,POINT (112.38312 30.5177958),3343985.5028289706,3340111.232258422,0,0
1543,block 537 SERANGOON,149.0,625848.5253196931,7449.298925379446,7449.298925379446,POINT (103.8698268 1.3514805),1035.0585963439335,553.9290427672121,3,0
1544,block 538 BUKIT PANJANG,110.92307692307692,427801.0004432624,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
1545,block 538 WOODLANDS,109.77777777777776,381392.8391053391,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1546,block 539 BUKIT BATOK,77.28571428571429,300955.0724637681,13546.368069972705,13546.368069972705,POINT (103.75261604998195 1.3559956),3083.685636114205,412.97137914220417,0,167
1547,block 539 JURONG WEST,132.16666666666666,408511.65476190473,16176.255463545089,16176.255463545089,POINT (103.7058663 1.3434392),3941.5673732486543,639.9160984953694,3,0
1548,block 539 SERANGOON,147.44444444444446,610320.2063492063,7449.298925379446,7449.298925379446,POINT (103.8698268 1.3514805),1035.0585963439335,553.9290427672121,3,0
1549,block 54 BEDOK,90.15686274509804,361521.5984654731,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1550,block 54 GEYLANG,88.89189189189189,417371.9095061954,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
1551,block 54 KALLANG/WHAMPOA,117.03846153846152,601182.4336694233,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
1552,block 54 MARINE PARADE,88.0,468335.1755464481,5254.445630521953,5254.445630521953,POINT (103.904665 1.302774),208.02567314987863,451.64683706976643,1,144
1553,block 54 TOA PAYOH,44.333333333333336,215174.7863247863,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
1554,block 540 ANG MO KIO,77.47619047619048,324631.78160556254,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1555,block 540 PASIR RIS,144.33333333333334,615009.9649122808,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1556,block 540 SERANGOON,113.0,419948.3288888889,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1557,block 540 WOODLANDS,110.92307692307692,389860.70564936416,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1558,block 541 BEDOK,45.0,228781.25,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1559,block 541 HOUGANG,111.84615384615384,407189.17004048586,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1560,block 541 SERANGOON,114.8,426167.35296167247,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1561,block 542 BEDOK,68.42857142857143,279958.92089093704,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1562,block 542 BUKIT BATOK,146.9375,555932.4468085107,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
1563,block 544 BUKIT PANJANG,140.625,643516.5759803922,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1564,block 544 HOUGANG,105.0,413854.4404761905,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1565,block 544 SERANGOON,141.66666666666666,607184.2142857143,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1566,block 545 BEDOK,74.75757575757575,287434.96357989835,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1567,block 545 BUKIT PANJANG,109.23076923076924,437090.1442307692,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
1568,block 545 SERANGOON,111.23076923076924,434357.6482793522,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1569,block 546 BEDOK,79.0,296201.8648018648,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1570,block 546 WOODLANDS,114.2,379705.6848739496,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1571,block 547 WOODLANDS,107.5,374233.7126068376,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1572,block 549 WOODLANDS,110.38095238095238,367739.58730158734,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1573,block 55 BUKIT MERAH,80.14583333333333,472920.6916289593,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
1574,block 550 BEDOK,70.12,286704.7259624952,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1575,block 550 CHOA CHU KANG,119.27272727272728,407809.2333333333,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
1576,block 550 SERANGOON,114.66666666666669,475749.5601851852,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
1577,block 551 ANG MO KIO,118.0,553280.0638888889,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1578,block 552 HOUGANG,112.5,406762.4294117647,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1579,block 553 ANG MO KIO,119.0,554333.9285714286,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1580,block 553 BEDOK,121.54545454545456,474312.3232323232,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
1581,block 553 HOUGANG,112.5,402330.5385846038,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1582,block 556 ANG MO KIO,74.04545454545455,306425.94706682203,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1583,block 556 PASIR RIS,122.57142857142856,468328.59047619055,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1584,block 556 WOODLANDS,108.6,363242.1823953824,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
1585,block 557 ANG MO KIO,75.92307692307692,303975.6717282717,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1586,block 557 HOUGANG,104.0,381527.19887955184,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
1587,block 557 PASIR RIS,122.66666666666669,467397.1825396826,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
1588,block 558 ANG MO KIO,71.73684210526316,297822.38099922705,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1589,block 56 BUKIT MERAH,99.33333333333331,538597.6194444444,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
1590,block 56 GEYLANG,108.73333333333332,620066.9075757576,3733.300362364399,3733.300362364399,POINT (103.88303245013614 1.3101593500000002),249.8413715196095,490.2432899942647,1,507
1591,block 56 QUEENSTOWN,99.91666666666669,572170.9737179488,2401323.530558786,2401323.530558786,POINT (121.1761909 14.5060306),2384189.8526045713,2382274.999863411,0,0
1592,block 56 TOA PAYOH,48.0,221386.7738095238,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
1593,block 560 ANG MO KIO,76.0,304083.0197849463,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1594,block 561 ANG MO KIO,76.66666666666667,305208.8215311005,10344.959246657612,10344.959246657612,POINT (103.85006539907499 1.3776066),842.8579888075676,778.3481051446931,0,0
1595,block 561 CHOA CHU KANG,147.5,552130.4487179487,15467.193275881238,15467.193275881238,POINT (103.75204375 1.37618455),5135.199584062281,431.14704624839635,1,0
1596,block 565 ANG MO KIO,72.95652173913044,301700.2195322793,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
1597,block 57 BEDOK,62.21428571428572,282989.50285089767,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1598,block 57 BUKIT MERAH,84.16949152542372,521996.48199474526,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
1599,block 57 GEYLANG,55.94117647058823,240323.7380952381,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
1600,block 57 KALLANG/WHAMPOA,67.56521739130434,308334.8579753383,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
1601,block 570 HOUGANG,106.27272727272728,411758.42424242425,10521.56807334726,10521.56807334726,POINT (103.8934167875929 1.374085),2724.024429308463,504.3841166178026,1,0
1602,block 575 ANG MO KIO,77.75,308746.7194444444,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
